Team,Player_ID,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
Detroit Pistons,201568.0,24.0,4.2,8.6,0.4932,0.8,3.2,0.2072,1.4,1.8,0.45,0.4,4.4,4.8,2.2,1.0,0.4,0.4,2.0,10.6
Detroit Pistons,1630164.0,20.6,5.2,9.8,0.5376,0.2,1.0,0.1,0.2,0.6,0.2,1.2,4.2,5.4,1.0,0.2,0.4,0.8,1.8,10.8
Detroit Pistons,202692.0,24.2,5.2,11.2,0.4276,2.6,5.6,0.5,1.0,1.4,0.4,0.4,5.4,5.8,2.2,0.2,0.4,1.0,2.2,14.0
Detroit Pistons,1628995.0,2.8,0.2,1.0,0.1,0.2,0.4,0.2,0.4,0.4,0.2,0.0,0.2,0.2,0.2,0.2,0.0,0.2,0.0,1.0
Detroit Pistons,1630191.0,28.4,4.2,10.0,0.3834,1.2,4.4,0.2358,1.8,2.6,0.55,1.4,5.6,7.0,1.2,0.8,1.6,1.0,3.0,11.4
Detroit Pistons,203925.0,33.6,3.8,9.6,0.39139999999999997,2.2,6.0,0.3638,0.4,0.4,0.4,0.6,4.0,4.6,1.6,0.4,0.0,1.6,2.4,10.2
Detroit Pistons,203488.0,16.0,3.4,6.6,0.47759999999999997,1.8,4.0,0.41419999999999996,0.2,0.2,0.2,0.4,3.0,3.4,0.4,0.2,0.4,0.4,1.6,8.8
Detroit Pistons,202711.0,32.0,6.8,16.4,0.4114,1.8,5.6,0.2988,4.4,5.0,0.8666,0.8,3.8,4.6,2.2,0.6,0.0,2.6,1.6,19.8
Charlotte Hornets,1628970.0,36.0,7.8,16.2,0.47079999999999994,2.4,7.0,0.3478,3.6,3.8,0.9666,1.2,3.6,4.8,3.4,0.8,1.2,1.6,3.0,21.6
Charlotte Hornets,1630163.0,29.4,5.4,14.8,0.34740000000000004,1.4,4.8,0.27999999999999997,2.2,3.4,0.4666,1.4,5.0,6.4,5.6,1.4,0.2,2.6,1.4,14.4
Charlotte Hornets,1630208.0,2.2,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.2,0.0,0.0,0.0,0.4,0.0
Charlotte Hornets,200768.0,36.4,6.2,13.8,0.4084,4.0,9.2,0.38980000000000004,2.4,2.8,0.8666,0.4,3.8,4.2,8.6,0.4,0.8,1.8,3.0,18.8
Charlotte Hornets,1628998.0,23.4,2.2,5.4,0.28,0.6,1.8,0.2666,0.6,1.2,0.3,1.8,4.6,6.4,2.6,2.0,0.6,1.4,1.8,5.6
Charlotte Hornets,202397.0,25.2,5.0,9.6,0.5104,0.6,1.4,0.2334,0.2,0.4,0.1,0.8,4.8,5.6,4.2,0.8,0.4,1.0,1.6,10.8
Charlotte Hornets,202330.0,33.4,5.2,13.0,0.40580000000000005,1.6,4.0,0.46340000000000003,3.6,5.2,0.7,1.2,6.4,7.6,3.8,0.4,0.2,1.8,1.2,15.6
Charlotte Hornets,1629023.0,34.4,3.8,13.2,0.2876,1.2,6.8,0.17320000000000002,1.0,1.6,0.1666,2.4,7.0,9.4,2.4,2.2,1.0,1.4,3.2,9.8
Charlotte Hornets,1628373.0,7.0,1.0,2.0,0.37,1.0,1.6,0.4166,0.0,0.0,0.0,0.0,0.8,0.8,0.6,0.6,0.4,0.0,1.2,3.0
